"id_mutation","nature_mutation","valeur_fonciere","code_postal","type_local","surface_reelle_bati"
"2023-436227","Vente","195000","80230","Appartement","64"
"2023-436228","Vente","764000","80000","Appartement","35"
"2023-436228","Vente","764000","80000","Appartement","70"
"2023-436228","Vente","764000","80000","Appartement","100"
"2023-436228","Vente","764000","80000","Appartement","35"
"2023-436228","Vente","764000","80000","Appartement","52"
"2023-436228","Vente","764000","80000","Appartement","68"
"2023-436232","Vente","28000","80220","Maison","23"
"2023-436233","Vente","392800","80000","Maison","92"
"2023-436236","Vente","298100","80600","Maison","168"
"2023-436238","Vente","126000","80350","Appartement","37"
"2023-436239","Vente","370000","80680","Appartement","110"
"2023-436241","Vente","115000","80080","Maison","70"
"2023-436243","Vente","115000","80000","Local industriel. commercial ou assimilé","49"
"2023-436244","Vente","249000","80340","Maison","136"
"2023-436244","Vente","249000","80340","Maison","136"
"2023-436245","Vente","70000","80160","Maison","64"
"2023-436246","Vente","183890","80000","Appartement","64"
"2023-436247","Vente","200000","80000","Appartement","28"
"2023-436247","Vente","200000","80000","Appartement","31"
"2023-436247","Vente","200000","80000","Appartement","43"
"2023-436250","Vente","44000","80220","Maison","91"
"2023-436252","Vente","350000","80450","Local industriel. commercial ou assimilé","265"
"2023-436253","Vente","250000","80450","Maison","93"
"2023-436255","Vente","98000","80100","Maison","49"
"2023-436258","Vente","235000","80820","Maison","108"
"2023-436259","Vente","61250","80160","Maison","78"
"2023-436265","Vente","280000","80440","Local industriel. commercial ou assimilé","188"
"2023-436266","Vente","152100","80300","Appartement","70"
"2023-436266","Vente","152100","80300","Appartement","45"
"2023-436266","Vente","152100","80300","Appartement","70"
"2023-436266","Vente","152100","80300","Appartement","45"
"2023-436267","Vente","117180","80200","Maison","65"
"2023-436268","Vente","181450","80250","Maison","100"
"2023-436270","Vente","140000","80780","Maison","156"
"2023-436271","Vente","300000","80000","Appartement","147"
"2023-436272","Vente","120000","80132","Maison","80"
"2023-436272","Vente","120000","80132","Maison","80"
"2023-436273","Vente","120000","80080","Appartement","68"
"2023-436274","Vente","34500","80100","Maison","90"
"2023-436275","Vente","140000","80160","Maison","128"
"2023-436275","Vente","140000","80160","Local industriel. commercial ou assimilé","48"
"2023-436276","Vente","45000","80220","Maison","70"
"2023-436277","Vente","660000","80680","Maison","166"
"2023-436279","Vente","242600","80080","Maison","84"
"2023-436281","Vente","170000","80700","Maison","83"
"2023-436283","Vente","70700","80300","Maison","40"
"2023-436285","Vente","569000","80000","Maison","246"
"2023-436287","Vente","136000","80560","Maison","108"
"2023-436288","Vente","172000","80300","Maison","140"
"2023-436289","Vente","110000","80300","Maison","109"
"2023-436290","Vente","80000","80120","Maison","75"
"2023-436290","Vente","80000","80120","Maison","75"
"2023-436291","Vente","100000","80170","Maison","130"
"2023-436292","Vente","258150","80300","Maison","117"
"2023-436293","Vente","222350","80300","Maison","125"
"2023-436293","Vente","222350","80300","Maison","125"
"2023-436295","Vente","350000","80860","Maison","80"
"2023-436295","Vente","350000","80860","Local industriel. commercial ou assimilé","300"
"2023-436296","Vente","260000","80160","Maison","139"
"2023-436297","Vente","180000","80690","Local industriel. commercial ou assimilé","173"
"2023-436297","Vente","180000","80690","Appartement","70"
"2023-436299","Vente","214450","80440","Maison","120"
"2023-436300","Vente","105300","80450","Appartement","58"
"2023-436301","Vente","125200","80000","Maison","64"
"2023-436302","Vente","351100","80330","Maison","101"
"2023-436303","Vente","188000","80000","Maison","77"
"2023-436305","Vente","333050","80090","Appartement","35"
"2023-436305","Vente","333050","80090","Appartement","10"
"2023-436305","Vente","333050","80090","Appartement","35"
"2023-436305","Vente","333050","80090","Local industriel. commercial ou assimilé","33"
"2023-436305","Vente","333050","80090","Appartement","35"
"2023-436306","Vente","278400","80800","Maison","122"
"2023-436307","Vente","60000","80100","Maison","55"
"2023-436309","Vente","145000","80580","Maison","99"
"2023-436309","Vente","145000","80580","Maison","99"
"2023-436311","Vente","171000","80360","Maison","100"
"2023-436311","Vente","171000","80360","Maison","100"
"2023-436312","Vente","108696","80200","Maison","65"
"2023-436313","Vente","80500","80610","Maison","142"
"2023-436314","Vente","155000","80230","Maison","90"
"2023-436314","Vente","155000","80230","Maison","90"
"2023-436316","Vente","86000","80120","Appartement","29"
"2023-436317","Vente","150000","80120","Maison","90"
"2023-436317","Vente","150000","80120","Maison","90"
"2023-436319","Vente","293000","80140","Maison","131"
"2023-436319","Vente","293000","80140","Maison","131"
"2023-436320","Vente","167000","80120","Maison","106"
"2023-436321","Vente","53070","80410","Appartement","27"
"2023-436322","Vente","315000","80410","Maison","84"
"2023-436322","Vente","315000","80410","Maison","33"
"2023-436323","Vente","65000","80230","Maison","21"
"2023-436324","Vente","155000","80000","Appartement","65"
"2023-436325","Vente","289980","80090","Maison","110"
"2023-436326","Vente","53100","80100","Appartement","57"
"2023-436327","Vente","120000","80000","Appartement","41"
"2023-436328","Vente","154000","80120","Appartement","44"
"2023-436329","Vente","171000","80120","Appartement","43"
"2023-436330","Vente","150000","80120","Maison","35"
"2023-436331","Vente","67000","80120","Maison","60"
"2023-436331","Vente","67000","80120","Maison","60"
"2023-436333","Vente","100000","80200","Maison","72"
"2023-436334","Vente","120000","80340","Maison","85"
"2023-436335","Vente","247500","80300","Maison","114"
"2023-436335","Vente","247500","80300","Maison","114"
"2023-436336","Vente","90000","80400","Maison","74"
"2023-436337","Vente","120000","80400","Maison","82"
"2023-436338","Vente","186700","80470","Maison","83"
"2023-436339","Vente","135000","80090","Maison","70"
"2023-436340","Vente","178000","80100","Maison","90"
"2023-436341","Vente","180500","80310","Maison","92"
"2023-436344","Vente","64000","80000","Appartement","23"
"2023-436347","Vente","139000","80120","Maison","30"
"2023-436349","Vente","180000","80160","Maison","185"
"2023-436349","Vente","180000","80160","Maison","185"
"2023-436350","Vente","130000","80000","Appartement","44"
"2023-436352","Vente","99000","80080","Maison","80"
"2023-436353","Vente","165000","80090","Maison","83"
"2023-436354","Vente","113000","80000","Appartement","43"
"2023-436355","Vente","184400","80330","Maison","59"
"2023-436356","Vente","230900","80000","Maison","129"
"2023-436357","Vente","128000","80400","Maison","70"
"2023-436358","Vente","150000","80690","Maison","124"
"2023-436358","Vente","150000","80690","Maison","124"
"2023-436361","Vente","115000","80890","Maison","96"
"2023-436361","Vente","115000","80890","Maison","122"
"2023-436362","Vente","89000","80310","Maison","53"
"2023-436363","Vente","115000","80690","Maison","66"
"2023-436364","Vente","248000","80420","Appartement","46"
"2023-436364","Vente","248000","80420","Local industriel. commercial ou assimilé","35"
"2023-436364","Vente","248000","80420","Appartement","46"
"2023-436364","Vente","248000","80420","Appartement","46"
"2023-436366","Vente","175000","80610","Maison","81"
"2023-436369","Vente","130000","80090","Maison","64"
"2023-436370","Vente","415000","80210","Maison","118"
"2023-436371","Vente","175000","80420","Maison","197"
"2023-436373","Vente","220000","80100","Local industriel. commercial ou assimilé","1765"
"2023-436375","Vente","98000","80480","Maison","74"
"2023-436376","Vente","124000","80000","Maison","39"
"2023-436378","Vente","95000","80000","Appartement","41"
"2023-436379","Vente","112000","80600","Maison","116"
"2023-436381","Vente","125000","80800","Maison","57"
"2023-436382","Vente","189000","80120","Maison","83"
"2023-436383","Vente","95000","80260","Maison","132"
"2023-436385","Vente","109650","80220","Maison","79"
"2023-436387","Vente","90000","80170","Maison","75"
"2023-436387","Vente","90000","80170","Maison","75"
"2023-436388","Vente","300000","80000","Local industriel. commercial ou assimilé","249"
"2023-436389","Vente","93000","80100","Maison","62"
"2023-436390","Vente","122000","80310","Maison","67"
"2023-436391","Vente","259000","80270","Maison","149"
"2023-436392","Vente","150000","80140","Maison","68"
"2023-436392","Vente","150000","80140","Maison","32"
"2023-436393","Vente","90000","80090","Maison","45"
"2023-436394","Vente","1900000","80680","Maison","380"
"2023-436394","Vente","1900000","80680","Maison","380"
"2023-436394","Vente","1900000","80680","Local industriel. commercial ou assimilé","1848"
"2023-436394","Vente","1900000","80680","Local industriel. commercial ou assimilé","1848"
"2023-436395","Vente","196800","80300","Maison","91"
"2023-436395","Vente","196800","80300","Maison","91"
"2023-436396","Vente","305000","80260","Maison","135"
"2023-436398","Vente","151200","80000","Appartement","62"
"2023-436399","Vente","90000","80000","Maison","80"
"2023-436401","Vente","117300","80000","Maison","50"
"2023-436402","Vente","65000","80000","Appartement","18"
"2023-436403","Vente","101000","80000","Maison","66"
"2023-436404","Vente","87300","80360","Maison","61"
"2023-436407","Vente","44037.41","80090","Maison","87"
"2023-436408","Vente","180000","80110","Maison","81"
"2023-436409","Vente","28500","80360","Maison","40"
"2023-436410","Vente","320000","80000","Maison","113"
"2023-436411","Vente","156000","80000","Appartement","39"
"2023-436412","Vente","119600","80140","Maison","114"
"2023-436414","Vente","100000","80110","Maison","58"
"2023-436415","Vente","115000","80000","Appartement","52"
"2023-436416","Vente","296600","80260","Maison","109"
"2023-436417","Vente","105000","80000","Appartement","48"
"2023-436418","Vente","74500","80500","Appartement","122"
"2023-436419","Vente","370500","80000","Appartement","43"
"2023-436419","Vente","370500","80000","Appartement","57"
"2023-436419","Vente","370500","80000","Appartement","54"
"2023-436420","Vente","140000","80260","Maison","79"
"2023-436421","Vente","225700","80800","Maison","136"
"2023-436422","Vente","130000","80000","Maison","44"
"2023-436423","Vente","184080","80090","Appartement","37"
"2023-436423","Vente","184080","80090","Appartement","22"
"2023-436423","Vente","184080","80090","Appartement","16"
"2023-436424","Vente","192500","80360","Maison","83"
"2023-436425","Vente","141500","80230","Maison","57"
"2023-436427","Vente","130000","80300","Maison","83"
"2023-436429","Vente","122000","80000","Appartement","55"
"2023-436430","Vente","110000","80000","Appartement","50"
"2023-436431","Vente","135000","80260","Maison","53"
"2023-436433","Vente","70000","80560","Maison","118"
"2023-436436","Vente","148050","80340","Maison","89"
"2023-436436","Vente","148050","80340","Maison","89"
"2023-436440","Vente","231600","80600","Maison","125"
"2023-436440","Vente","231600","80600","Maison","125"
"2023-436441","Vente","85500","80700","Maison","99"
"2023-436441","Vente","85500","80700","Maison","99"
"2023-436442","Vente","65000","80670","Maison","128"
"2023-436446","Vente","152000","80100","Maison","99"
"2023-436447","Vente","77200","80100","Maison","51"
"2023-436449","Vente","110000","80100","Maison","92"
"2023-436451","Vente","195000","80620","Maison","124"
"2023-436451","Vente","195000","80260","Maison","90"
"2023-436451","Vente","195000","80260","Maison","90"
"2023-436452","Vente","145000","80000","Appartement","17"
"2023-436452","Vente","145000","80000","Appartement","23"
"2023-436452","Vente","145000","80000","Appartement","16"
"2023-436453","Vente","290000","80260","Maison","206"
"2023-436453","Vente","290000","80260","Maison","206"
"2023-436454","Vente","110000","80860","Maison","46"
"2023-436455","Vente","90000","80100","Maison","70"
"2023-436457","Vente","199500","80100","Appartement","78"
"2023-436459","Vente","85000","80080","Appartement","31"
"2023-436461","Vente","130000","80120","Maison","86"
"2023-436466","Vente","195000","80800","Maison","95"
"2023-436467","Vente","80000","80000","Appartement","22"
"2023-436469","Vente","8000","80640","Maison","40"
"2023-436470","Vente","76067.05","80400","Local industriel. commercial ou assimilé","120"
"2023-436474","Vente","155450","80080","Maison","33"
"2023-436475","Vente","88000","80230","Appartement","28"
"2023-436476","Vente","200000","80000","Appartement","26"
"2023-436476","Vente","200000","80000","Appartement","37"
"2023-436476","Vente","200000","80000","Appartement","24"
"2023-436479","Vente","295000","80000","Appartement","133"
"2023-436479","Vente","295000","80000","Appartement","46"
"2023-436481","Vente","225690","80080","Maison","89"
"2023-436483","Vente","213700","80136","Maison","99"
"2023-436484","Vente","100500","80090","Appartement","38"
"2023-436485","Vente","780000","80860","Maison","160"
"2023-436485","Vente","780000","80860","Maison","160"
"2023-436485","Vente","780000","80860","Maison","160"
"2023-436486","Vente","201400","80130","Maison","80"
"2023-436487","Vente","162000","80550","Appartement","55"
"2023-436488","Vente","55000","80400","Maison","160"
"2023-436489","Vente","124200","80090","Appartement","42"
"2023-436490","Vente","1000000","80136","Maison","117"
"2023-436490","Vente","1000000","80136","Maison","117"
"2023-436490","Vente","1000000","80136","Local industriel. commercial ou assimilé","460"
"2023-436490","Vente","1000000","80136","Local industriel. commercial ou assimilé","460"
"2023-436491","Vente","249000","80090","Maison","93"
"2023-436492","Vente","158000","80510","Maison","60"
"2023-436492","Vente","158000","80510","Maison","60"
"2023-436495","Vente","278340","80090","Maison","112"
"2023-436495","Vente","278340","80090","Maison","112"
"2023-436496","Vente","135000","80000","Appartement","56"
"2023-436497","Vente","135180","80570","Maison","57"
"2023-436498","Vente","132000","80000","Appartement","39"
"2023-436499","Vente","291670","80800","Maison","166"
"2023-436500","Vente","210000","80000","Appartement","50"
"2023-436500","Vente","210000","80000","Local industriel. commercial ou assimilé","43"
"2023-436501","Vente","194000","80120","Appartement","41"
"2023-436502","Vente","66500","80270","Appartement","50"
"2023-436503","Vente","135000","80890","Maison","140"
"2023-436504","Vente","115000","80500","Maison","75"
"2023-436505","Vente","145000","80090","Appartement","87"
"2023-436507","Vente","300950","80480","Maison","95"
"2023-436508","Vente","81000","80080","Appartement","31"
"2023-436511","Vente","85000","80140","Maison","101"
"2023-436516","Vente","155000","80110","Maison","56"
"2023-436519","Vente","40000","80780","Maison","38"
"2023-436520","Vente","270750","80800","Maison","171"
"2023-436521","Vente","237210","80470","Maison","53"
"2023-436523","Vente","80000","80100","Local industriel. commercial ou assimilé","30"
"2023-436525","Vente","236000","80120","Appartement","39"
"2023-436526","Vente","178000","80650","Maison","125"
"2023-436527","Vente","300000","80480","Maison","125"
"2023-436527","Vente","300000","80480","Maison","125"
"2023-436528","Vente","230000","80510","Appartement","56"
"2023-436528","Vente","230000","80510","Appartement","61"
"2023-436528","Vente","230000","80510","Appartement","59"
"2023-436528","Vente","230000","80510","Appartement","51"
"2023-436528","Vente","230000","80510","Appartement","52"
"2023-436528","Vente","230000","80510","Appartement","58"
"2023-436532","Vente","120000","80320","Maison","105"
"2023-436534","Vente","150000","80510","Maison","96"
"2023-436535","Vente","88000","80800","Maison","57"
"2023-436536","Vente","166000","80120","Appartement","36"
"2023-436537","Vente","189000","80330","Maison","121"
"2023-436538","Vente","188700","80300","Maison","98"
"2023-436539","Vente","81000","80000","Appartement","33"
"2023-436541","Vente","120000","80770","Maison","80"
"2023-436543","Vente","240000","80115","Maison","103"
"2023-436544","Vente","247550","80090","Maison","92"
"2023-436546","Vente","307500","80550","Maison","45"
"2023-436549","Vente","110000","80150","Maison","80"
"2023-436550","Vente","330000","80200","Maison","157"
"2023-436551","Vente","94500","80220","Maison","66"
"2023-436553","Vente","185100","80200","Maison","135"
"2023-436554","Vente","136800","80000","Appartement","69"
"2023-436555","Vente","216400","80200","Maison","161"
"2023-436555","Vente","216400","80200","Maison","161"
"2023-436555","Vente","216400","80200","Maison","161"
"2023-436556","Vente","56000","80000","Maison","41"
"2023-436557","Vente","110000","80370","Maison","78"
"2023-436561","Vente","450000","80480","Local industriel. commercial ou assimilé","96"
"2023-436561","Vente","450000","80480","Local industriel. commercial ou assimilé","96"
"2023-436562","Vente","260000","80300","Maison","102"
"2023-436562","Vente","260000","80300","Maison","102"
"2023-436565","Vente","108000","80710","Appartement","82"
"2023-436566","Vente","310000","80220","Local industriel. commercial ou assimilé","1315"
"2023-436568","Vente","90000","80080","Appartement","79"
"2023-436569","Vente","157000","80140","Maison","95"
"2023-436569","Vente","157000","80140","Maison","95"
"2023-436570","Vente","170000","80800","Maison","124"
"2023-436571","Vente","76000","80120","Appartement","26"
"2023-436572","Vente","50000","80360","Maison","57"
"2023-436573","Vente","65000","80800","Appartement","54"
"2023-436575","Vente","300000","80120","Maison","66"
"2023-436576","Vente","136900","80220","Maison","73"
"2023-436577","Vente","264000","80570","Maison","108"
"2023-436579","Vente","50000","80420","Maison","65"
"2023-436580","Vente","365750","80000","Maison","106"
"2023-436581","Vente","555000","80000","Maison","110"
"2023-436582","Vente","65000","80400","Maison","60"
"2023-436583","Vente","73200","80400","Maison","65"
"2023-436583","Vente","73200","80400","Maison","65"
"2023-436585","Vente","90000","80000","Appartement","62"
"2023-436587","Vente","245800","80310","Maison","132"
"2023-436588","Vente","110525","80650","Maison","106"
"2023-436589","Vente","67000","80400","Maison","98"
"2023-436590","Vente","65000","80140","Maison","50"
"2023-436593","Vente","80000","80290","Maison","47"
"2023-436595","Vente","121000","80700","Maison","83"
"2023-436596","Vente","300000","80110","Appartement","37"
"2023-436596","Vente","300000","80110","Appartement","28"
"2023-436596","Vente","300000","80110","Appartement","57"
"2023-436596","Vente","300000","80110","Appartement","50"
"2023-436596","Vente","300000","80110","Appartement","33"
"2023-436596","Vente","300000","80110","Appartement","57"
"2023-436598","Vente","119000","80330","Appartement","58"
"2023-436599","Vente","275000","80110","Maison","160"
"2023-436599","Vente","275000","80110","Maison","160"
"2023-436600","Vente","80000","80290","Maison","66"
"2023-436601","Vente","110000","80090","Appartement","59"
"2023-436602","Vente","77000","80160","Maison","68"
"2023-436603","Vente","171000","80410","Maison","135"
"2023-436605","Vente","130000","80800","Maison","75"
"2023-436606","Vente","65000","80270","Maison","63"
"2023-436607","Vente","100000","80700","Maison","72"
"2023-436608","Vente","160000","80200","Maison","82"
"2023-436608","Vente","160000","80200","Maison","82"
"2023-436609","Vente","172000","80090","Maison","82"
"2023-436610","Vente","57500","80240","Maison","106"
"2023-436612","Vente","174800","80100","Maison","102"
"2023-436613","Vente","240000","80500","Maison","93"
"2023-436613","Vente","240000","80500","Maison","93"
"2023-436613","Vente","240000","80500","Maison","93"
"2023-436614","Vente","131712","80120","Appartement","51"
"2023-436616","Vente","222000","80132","Maison","113"
"2023-436617","Vente","101000","80000","Appartement","42"
"2023-436620","Vente","59000","80410","Appartement","32"
"2023-436624","Vente","45000","80270","Maison","72"
"2023-436625","Vente","208000","80500","Maison","103"
"2023-436626","Vente","119000","80350","Maison","141"
"2023-436627","Vente","100000","80120","Maison","38"
"2023-436628","Vente","100000","80240","Maison","112"
"2023-436628","Vente","100000","80240","Maison","112"
"2023-436629","Vente","60000","80290","Maison","65"
"2023-436630","Vente","90000","80110","Maison","63"
"2023-436631","Vente","46500","80740","Maison","65"
"2023-436632","Vente","115000","80430","Maison","214"
"2023-436633","Vente","98000","80640","Maison","70"
"2023-436635","Vente","125500","80600","Maison","210"
"2023-436636","Vente","65000","80220","Maison","60"
"2023-436637","Vente","135900","80460","Appartement","40"
"2023-436638","Vente","323100","80880","Maison","123"
"2023-436638","Vente","323100","80880","Maison","123"
"2023-436640","Vente","100000","80210","Maison","65"
"2023-436642","Vente","64000","80400","Maison","68"
"2023-436644","Vente","65000","80210","Maison","84"
"2023-436645","Vente","175000","80230","Maison","50"
"2023-436645","Vente","175000","80230","Maison","50"
"2023-436646","Vente","95000","80350","Maison","101"
"2023-436647","Vente","60000","80400","Maison","107"
"2023-436648","Vente","57000","80240","Maison","43"
"2023-436648","Vente","57000","80240","Maison","43"
"2023-436649","Vente","61000","80500","Maison","132"
"2023-436650","Vente","121000","80000","Maison","46"
"2023-436652","Vente","105000","80700","Maison","76"
"2023-436654","Vente","260000","80000","Appartement","105"
"2023-436655","Vente","153000","80250","Maison","130"
"2023-436658","Vente","109000","80000","Maison","44"
"2023-436661","Vente","212500","80580","Maison","135"
"2023-436661","Vente","212500","80580","Maison","135"
"2023-436662","Vente","344250","80500","Maison","260"
"2023-436662","Vente","344250","80500","Maison","40"
"2023-436663","Vente","370000","80160","Maison","207"
"2023-436663","Vente","370000","80160","Maison","207"
"2023-436664","Vente","46000","80100","Maison","57"
"2023-436667","Vente","207500","80120","Maison","123"
"2023-436669","Vente","165100","80000","Appartement","74"
"2023-436670","Vente","110000","80100","Maison","98"
"2023-436671","Vente","277660","80480","Maison","76"
"2023-436672","Vente","142000","80100","Maison","68"
"2023-436674","Vente","106500","80870","Maison","64"
"2023-436675","Vente","70000","80135","Maison","76"
"2023-436676","Vente","166000","80000","Appartement","69"
"2023-436677","Vente","72000","80000","Appartement","25"
"2023-436678","Vente","130000","80136","Maison","110"
"2023-436679","Vente","125000","80140","Maison","93"
"2023-436682","Vente","187700","80090","Maison","89"
"2023-436683","Vente","78000","80090","Appartement","35"
"2023-436685","Vente","213200","80330","Maison","70"
"2023-436686","Vente","47500","80800","Maison","39"
"2023-436687","Vente","142105","80300","Local industriel. commercial ou assimilé","35"
"2023-436690","Vente","152700","80800","Maison","109"
"2023-436691","Vente","112000","80000","Maison","62"
"2023-436692","Vente","259400","80260","Maison","110"
"2023-436693","Vente","205000","80160","Maison","56"
"2023-436693","Vente","205000","80160","Maison","56"
"2023-436694","Vente","70000","80360","Maison","84"
"2023-436695","Vente","186750","80000","Maison","88"
"2023-436696","Vente","107000","80330","Appartement","58"
"2023-436698","Vente","115000","80230","Maison","122"
"2023-436702","Vente","83000","80300","Maison","90"
"2023-436704","Vente","165000","80000","Maison","70"
"2023-436705","Vente","300000","80410","Maison","80"
"2023-436705","Vente","300000","80410","Maison","80"
"2023-436705","Vente","300000","80410","Maison","80"
"2023-436705","Vente","300000","80410","Maison","80"
"2023-436706","Vente","12900","80240","Maison","136"
"2023-436707","Vente","260000","80230","Maison","55"
"2023-436709","Vente","125000","80080","Maison","121"
"2023-436710","Vente","125000","80320","Maison","100"
"2023-436711","Vente","289000","80550","Local industriel. commercial ou assimilé","320"
"2023-436711","Vente","289000","80550","Maison","114"
"2023-436713","Vente","289000","80500","Appartement","40"
"2023-436713","Vente","289000","80500","Appartement","34"
"2023-436713","Vente","289000","80500","Appartement","30"
"2023-436713","Vente","289000","80500","Appartement","30"
"2023-436713","Vente","289000","80500","Appartement","30"
"2023-436713","Vente","289000","80500","Appartement","23"
"2023-436713","Vente","289000","80500","Appartement","30"
"2023-436714","Vente","130000","80360","Maison","64"
"2023-436715","Vente","40000","80110","Maison","54"
"2023-436715","Vente","40000","80110","Maison","38"
"2023-436717","Vente","128450","80190","Maison","130"
"2023-436718","Vente","130000","80100","Maison","60"
"2023-436719","Vente","123000","80480","Appartement","44"
"2023-436721","Vente","102900","80400","Maison","108"
"2023-436722","Vente","500000","80800","Maison","86"
"2023-436722","Vente","500000","80800","Local industriel. commercial ou assimilé","10568"
"2023-436725","Vente","150000","80260","Maison","80"
"2023-436725","Vente","150000","80260","Maison","80"
"2023-436726","Vente","85000","80200","Local industriel. commercial ou assimilé","66"
"2023-436726","Vente","85000","80200","Maison","45"
"2023-436729","Vente","110000","80260","Maison","54"
"2023-436731","Vente","193000","80300","Maison","174"
"2023-436731","Vente","193000","80300","Maison","174"
"2023-436734","Vente","290000","80260","Maison","99"
"2023-436734","Vente","290000","80260","Maison","99"
"2023-436735","Vente","115000","80120","Maison","55"
"2023-436736","Vente","1299700","80480","Maison","323"
"2023-436736","Vente","1299700","80480","Maison","323"
"2023-436737","Vente","195950","80370","Maison","112"
"2023-436738","Vente","254000","80560","Maison","101"
"2023-436741","Vente","257500","80100","Maison","118"
"2023-436743","Vente","300000","80550","Maison","79"
"2023-436744","Vente","125000","80490","Local industriel. commercial ou assimilé","50"
"2023-436744","Vente","125000","80490","Local industriel. commercial ou assimilé","50"
"2023-436745","Vente","137500","80100","Maison","65"
"2023-436746","Vente","185000","80370","Maison","200"
"2023-436748","Vente","145000","80560","Maison","99"
"2023-436751","Vente","175000","80110","Maison","78"
"2023-436752","Vente","135000","80160","Maison","60"
"2023-436753","Vente","65000","80800","Maison","71"
"2023-436753","Vente","65000","80800","Maison","71"
"2023-436754","Vente","253000","80300","Maison","83"
"2023-436754","Vente","253000","80300","Maison","83"
"2023-436757","Vente","180000","80120","Appartement","40"
"2023-436758","Vente","81000","80000","Maison","54"
"2023-436759","Vente","237000","80860","Maison","140"
"2023-436760","Vente","16000","80140","Maison","66"
"2023-436761","Vente","315000","80110","Maison","133"
"2023-436762","Vente","130000","80250","Maison","105"
"2023-436763","Vente","147000","80120","Appartement","31"
"2023-436764","Vente","140007","80120","Maison","146"
"2023-436765","Vente","615000","80260","Maison","139"
"2023-436765","Vente","615000","80260","Maison","139"
"2023-436766","Vente","106000","80480","Appartement","48"
"2023-436767","Vente","202500","80100","Maison","83"
"2023-436769","Vente","68000","80800","Maison","98"
"2023-436770","Vente","135700","80130","Maison","56"
"2023-436771","Vente","243000","80860","Maison","133"
"2023-436771","Vente","243000","80860","Maison","133"
"2023-436772","Vente","209990","80800","Maison","95"
"2023-436772","Vente","209990","80800","Maison","95"
"2023-436775","Vente","94000","80090","Appartement","32"
"2023-436778","Vente","183500","80500","Appartement","115"
"2023-436778","Vente","183500","80500","Appartement","115"
"2023-436778","Vente","183500","80500","Appartement","51"
"2023-436780","Vente","95000","80000","Appartement","41"
"2023-436781","Vente","208000","80800","Maison","89"
"2023-436782","Vente","290000","80000","Maison","72"
"2023-436783","Vente","157510","80410","Appartement","31"
"2023-436786","Vente","252900","80100","Maison","184"
"2023-436790","Vente","117460","80170","Maison","45"
"2023-436791","Vente","122000","80700","Maison","67"
"2023-436793","Vente","24000","80400","Maison","78"
"2023-436794","Vente","191000","80200","Maison","139"
"2023-436795","Vente","220000","80110","Maison","160"
"2023-436797","Vente","170000","80550","Appartement","23"
"2023-436798","Vente","260000","80540","Maison","96"
"2023-436799","Vente","240000","80470","Maison","160"
"2023-436799","Vente","240000","80470","Maison","160"
"2023-436800","Vente","200000","80300","Maison","144"
"2023-436801","Vente","334750","80120","Maison","149"
"2023-436802","Vente","118000","80000","Appartement","39"
"2023-436803","Vente","109500","80000","Appartement","45"
"2023-436805","Vente","140000","80300","Maison","104"
"2023-436805","Vente","140000","80300","Maison","104"
"2023-436806","Vente","149000","80000","Maison","60"
"2023-436807","Vente","63500","80300","Maison","61"
"2023-436808","Vente","40000","80210","Maison","48"
"2023-436809","Vente","180000","80550","Appartement","28"
"2023-436810","Vente","80000","80510","Maison","57"
"2023-436812","Vente","135000","80220","Maison","129"
"2023-436814","Vente","185000","80420","Maison","120"
"2023-436816","Vente","200000","80100","Local industriel. commercial ou assimilé","500"
"2023-436817","Vente","30000","80120","Maison","67"
"2023-436818","Vente","94850","80000","Appartement","23"
"2023-436820","Vente","110000","80540","Maison","95"
"2023-436822","Vente","53333.34","80120","Maison","39"
"2023-436823","Vente","262500","80100","Maison","92"
"2023-436824","Vente","210000","80150","Maison","115"
"2023-436825","Vente","223000","80100","Maison","114"
"2023-436826","Vente","205000","80100","Maison","87"
"2023-436827","Vente","139900","80360","Maison","85"
"2023-436830","Vente","78000","80300","Maison","90"
"2023-436833","Vente","133500","80000","Appartement","51"
"2023-436834","Vente","160000","80090","Appartement","24"
"2023-436834","Vente","160000","80090","Appartement","30"
"2023-436834","Vente","160000","80090","Appartement","24"
"2023-436836","Vente","75000","80290","Maison","150"
"2023-436837","Vente","233000","80000","Local industriel. commercial ou assimilé","85"
"2023-436837","Vente","233000","80000","Local industriel. commercial ou assimilé","25"
"2023-436838","Vente","120852","80000","Appartement","50"
"2023-436839","Vente","700000","80200","Maison","550"
"2023-436839","Vente","700000","80200","Maison","114"
"2023-436839","Vente","700000","80200","Maison","78"
"2023-436839","Vente","700000","80200","Maison","550"
"2023-436839","Vente","700000","80200","Maison","114"
"2023-436839","Vente","700000","80200","Maison","78"
"2023-436840","Vente","82000","80350","Appartement","26"
"2023-436841","Vente","183670","80200","Maison","91"
"2023-436842","Vente","245000","80100","Maison","148"
"2023-436844","Vente","188050","80090","Maison","92"
"2023-436846","Vente","155000","80230","Maison","159"
"2023-436847","Vente","148000","80130","Maison","94"
"2023-436848","Vente","190000","80220","Maison","106"
"2023-436848","Vente","190000","80220","Maison","106"
"2023-436849","Vente","134000","80300","Maison","82"
"2023-436850","Vente","150000","80250","Maison","61"
"2023-436850","Vente","150000","80250","Maison","61"
"2023-436851","Vente","126430","80000","Maison","52"
"2023-436853","Vente","120000","80390","Maison","54"
"2023-436854","Vente","175000","80300","Maison","173"
